index,title,author,litres mark,litres votes,livelib mark,livelib votes,path
1160,Подготовка, Константин Николаевич Муравьев,4.3,147,4.1,26,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Лени изволит предаваться Хранитель Подземелья — он совершенно нПодготовка к третьей Битве Подземелий - Onikage Spanner & Youta.txt
1161,Королевский квест, Серж Винтеркей,4.9,1326,4.3,36,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Королевский квест - Серж Винтеркей.txt
1162,Чёрная кровь. Чёрный смерч, Ник Перумов & Святослав Логинов,4.6,117,5.0,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Чёрная кровь. Чёрный смерч - Ник Перумов & Святослав Логинов.txt
1163,Хроники _Илькоры_. Книга вторая_ Земли кровавого лорда_, Тайниковский,4.4,20,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Хроники _Илькоры_. Книга вторая_ Земли кровавого лорда_ - Тайниковский.txt
1164,Котов. Onia Online 4. Bторжение, Неизвестный,4.4,606,4.1,573,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Котов. Onia Online 4. Bторжение - Неизвестный.txt
1165,Слова матрешки, Джон Голд,4.7,18,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Слова матрешки - Джон Голд.txt
1166,Охотник. Чужой среди своих!, Хайдарали Мирзоевич Усманов,4.4,989,4.0,1992,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Охотник. Чужой среди своих! - Хайдарали Мирзоевич Усманов.txt
1167,Черное пламя над Степью, Георгий Смородинский,4.8,471,4.3,119,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Черное пламя над Степью - Георгий Смородинский.txt
1168,Месть темной эльфийки, Милослав Князев,4.5,261,3.9,104,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Месть темной эльфийки - Милослав Князев.txt
1169,Хранитель, Дмитрий Серебряков,4.8,14,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Лени изволит предаваться Хранитель Подземелья — он совершенно наботать! Арка 19_ Таинственные сёстры - Onikage Spanner & Youta.txt
1170,Из евреев в попаданцы. Книга третья., Дмитрий Гаук,4.9,722,5.0,13,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Из евреев в попаданцы. Книга третья. - Дмитрий Гаук.txt
1171,Исток. Часть 1, Евгений Нетт,4.2,1466,4.5,1601,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Исток. Часть 1 - Евгений Нетт.txt
1172,Черный дождь, Артём Скороходов,4.6,48,4.2,16,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Черный дождь - Артём Скороходов.txt
1173,Философические письма (сборник), Петр Яковлевич Чаадаев,3.9,9,3.7,145,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Философические письма (сборник) - Петр Яковлевич Чаадаев.txt
1174,Error 01. Обратная сторона, Архимаг,4.0,22,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Error 01. Обратная сторона - Архимаг.txt
1175,Влад. Взлет, Алексей Михайлович Ноунэйм,4.7,644,4.5,6732,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Влад. Взлет - Алексей Михайлович Ноунэйм.txt
1176,Иномирье. Otherworld, Кирстен Миллер & Джейсон Сигел,4.9,195,4.2,29,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Иномирье. Otherworld - Кирстен Миллер & Джейсон Сигел.txt
1177,Слава. Наследник, Евгений В,4.5,626,4.1,3934,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Слава. Наследник - Евгений В. Щепетнов.txt
1178,Сердце Дракона. Том 3 (СИ), Кирилл Сергеевич Клеванский,4.8,101,4.7,237,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Сердце Дракона. Том 3 (СИ) - Кирилл Сергеевич Клеванский.txt
1179,Игра Хаоса. Книга четвертая, Алексей Рудольфович Свадковский,4.4,110,4.1,66,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Игра Хаоса. Книга четвертая - Алексей Рудольфович Свадковский.txt
1180,Орех. Глина и Гранит, Евгений Игоревич Широков,4.5,5509,4.4,1158,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Орех. Глина и Гранит - Евгений Игоревич Широков.txt
1181,Звездный скиталец. Том 2, Astrollet,1.0,1,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Звездный скиталец. Том 2 - Astrollet.txt
1182,Фортификатор, Дмитрий Билик,3.6,86,3.5,16,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Фортификатор - Дмитрий Билик.txt
1183,Игры героев, Андрей Лавин,4.2,133,3.4,29,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Игры героев - Андрей Лавин.txt
1184,Полукровка. Свалка, Хайдарали Мирзоевич Усманов,4.7,424,3.9,42,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Полукровка. Свалка - Хайдарали Мирзоевич Усманов.txt
1185,Легенда о короле-скелете,Влад Непальский,4.3,10,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Легенда о короле-скелете - Влад Непальский.txt
1186,Сердце Дракона. Том 2 (СИ), Кирилл Сергеевич Клеванский,4.8,101,4.7,237,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Сердце Дракона. Том 2 (СИ) - Кирилл Сергеевич Клеванский.txt
1187,Расплата., Тайниковский,4.8,1105,4.4,639,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Расплата. - Тайниковский.txt
1188,Последний храм. Ветер перемен., Арт Богданов,4.5,80,3.0,4,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Последний храм. Ветер перемен. - Арт Богданов.txt
1189,Эпоха Войн. Том 1, Максим Грек,4.1,1033,4.5,391,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Эпоха Войн. Том 1 - Максим Грек.txt
1190,Император по случаю. Книга третья, Юрий Николаевич Москаленко,3.9,269,3.5,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Император по случаю. Книга третья - Юрий Николаевич Москаленко.txt
1191,Админ, Анджей Ясинский,4.4,285,4.4,335,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Админ - Анджей Ясинский.txt
1192,Рудники, Евгений Старухин,4.6,465,4.1,170,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Рудники - Евгений Старухин.txt
1193,Тестер. Грань невозможного (СИ), Владислав Брокт,4.2,101,3.0,12,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Тестер. Грань невозможного (СИ) - Владислав Брокт.txt
1194,Останется только одна…, Алексей Имп,4.8,48,5.0,3,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Останется только одна… - Алексей Имп.txt
1195,Попаданец 2.0, Алексей Викторович Широков & Александр Игоревич Шапочкин,3.4,26,4.0,5,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Попаданец 2.0 - Алексей Викторович Широков & Александр Игоревич Шапочкин.txt
